CURclassMarker,numTestsEstimated,doneTests,numCrashes,numCandidates,numRaces,time,memory,testMode,not_tested, false_positive, benign, order-dependent, violating, harmful
Running Actul test environment
CURclassMarker,1607,2079,423,330,320,20.26,36,i,10,0,305,15,0,0
CURclassMarker,1607,2080,423,330,320,20.269,36,i,10,0,305,15,0,0
CURclassMarker,1607,2081,423,330,320,20.278,36,i,10,0,305,15,0,0
CURclassMarker,1607,2082,423,330,320,20.289,36,i,10,0,305,15,0,0
CURclassMarker,1607,2083,424,330,320,20.298,36,i,10,0,305,15,0,0
CURclassMarker,1607,2084,424,330,320,20.308,36,i,10,0,305,15,0,0
CURclassMarker,1607,2085,424,330,320,20.317,36,i,10,0,305,15,0,0
CURclassMarker,1607,2086,424,330,320,20.326,36,i,10,0,305,15,0,0
CURclassMarker,1607,2087,425,330,320,20.335,36,i,10,0,305,15,0,0
CURclassMarker,1607,2088,425,330,320,20.344,36,i,10,0,305,15,0,0
CURclassMarker,1607,2089,425,330,320,20.353,36,i,10,0,305,15,0,0
CURclassMarker,1607,2090,425,330,320,20.362,36,i,10,0,305,15,0,0
CURclassMarker,1607,2091,426,330,320,20.372,36,i,10,0,305,15,0,0
CURclassMarker,1607,2092,426,330,320,20.381,36,i,10,0,305,15,0,0
CURclassMarker,1607,2093,426,330,320,20.39,36,i,10,0,305,15,0,0
CURclassMarker,1607,2094,426,330,320,20.399,36,i,10,0,305,15,0,0
CURclassMarker,1607,2095,427,330,320,20.408,36,i,10,0,305,15,0,0
CURclassMarker,1607,2096,427,330,320,20.417,36,i,10,0,305,15,0,0
CURclassMarker,1607,2097,427,330,320,20.426,36,i,10,0,305,15,0,0
CURclassMarker,1607,2098,427,330,320,20.435,36,i,10,0,305,15,0,0
CURclassMarker,1607,2099,428,330,320,20.444,36,i,10,0,305,15,0,0
CURclassMarker,1607,2100,428,330,320,20.453,36,i,10,0,305,15,0,0
CURclassMarker,1607,2101,428,330,320,20.463,36,i,10,0,305,15,0,0
CURclassMarker,1607,2102,428,330,320,20.474,36,i,10,0,305,15,0,0
CURclassMarker,1607,2103,429,330,320,20.506,36,i,10,0,305,15,0,0
CURclassMarker,1607,2104,429,330,320,20.519,36,i,10,0,305,15,0,0
CURclassMarker,1607,2105,429,330,320,20.528,36,i,10,0,305,15,0,0
CURclassMarker,1607,2106,429,330,320,20.539,36,i,10,0,305,15,0,0
CURclassMarker,1607,2107,430,330,320,20.548,36,i,10,0,305,15,0,0
CURclassMarker,1607,2108,430,330,320,20.557,36,i,10,0,305,15,0,0
CURclassMarker,1607,2109,430,330,320,20.566,36,i,10,0,305,15,0,0
CURclassMarker,1607,2110,431,330,320,20.575,36,i,10,0,305,15,0,0
CURclassMarker,1607,2111,432,330,320,20.584,36,i,10,0,305,15,0,0
CURclassMarker,1607,2112,432,330,320,20.593,36,i,10,0,305,15,0,0
CURclassMarker,1607,2113,432,330,320,20.602,36,i,10,0,305,15,0,0
CURclassMarker,1607,2114,432,330,320,20.611,36,i,10,0,305,15,0,0
CURclassMarker,1607,2115,433,330,320,20.62,36,i,10,0,305,15,0,0
CURclassMarker,1607,2116,433,330,320,20.63,36,i,10,0,305,15,0,0
CURclassMarker,1607,2117,433,330,320,20.648,36,i,10,0,305,15,0,0
CURclassMarker,1607,2118,433,330,320,20.662,36,i,10,0,305,15,0,0
CURclassMarker,1607,2119,434,330,320,20.673,36,i,10,0,305,15,0,0
CURclassMarker,1607,2120,434,330,320,20.682,36,i,10,0,305,15,0,0
CURclassMarker,1607,2121,434,330,320,20.691,36,i,10,0,305,15,0,0
CURclassMarker,1607,2122,434,330,320,20.7,36,i,10,0,305,15,0,0
CURclassMarker,1607,2123,435,330,320,20.709,36,i,10,0,305,15,0,0
CURclassMarker,1607,2124,435,330,320,20.719,36,i,10,0,305,15,0,0
CURclassMarker,1607,2125,435,330,320,20.728,36,i,10,0,305,15,0,0
CURclassMarker,1607,2126,435,330,320,20.739,36,i,10,0,305,15,0,0
CURclassMarker,1607,2127,436,330,320,20.748,36,i,10,0,305,15,0,0
CURclassMarker,1607,2128,436,330,320,20.757,36,i,10,0,305,15,0,0
CURclassMarker,1607,2129,436,330,320,20.766,36,i,10,0,305,15,0,0
CURclassMarker,1607,2130,436,330,320,20.775,36,i,10,0,305,15,0,0
CURclassMarker,1607,2131,437,330,320,20.784,36,i,10,0,305,15,0,0
CURclassMarker,1607,2132,437,330,320,20.793,36,i,10,0,305,15,0,0
CURclassMarker,1607,2133,437,330,320,20.802,36,i,10,0,305,15,0,0
CURclassMarker,1607,2134,437,330,320,20.811,36,i,10,0,305,15,0,0
CURclassMarker,1607,2135,438,330,320,20.82,36,i,10,0,305,15,0,0
CURclassMarker,1607,2136,438,330,320,20.829,36,i,10,0,305,15,0,0
CURclassMarker,1607,2137,438,330,320,20.857,36,i,10,0,305,15,0,0
CURclassMarker,1607,2138,438,330,320,20.87,36,i,10,0,305,15,0,0
CURclassMarker,1607,2139,439,330,320,20.879,36,i,10,0,305,15,0,0
CURclassMarker,1607,2140,439,330,320,20.888,36,i,10,0,305,15,0,0
CURclassMarker,1607,2141,439,330,320,20.898,36,i,10,0,305,15,0,0
CURclassMarker,1607,2142,439,330,320,20.907,36,i,10,0,305,15,0,0
CURclassMarker,1607,2143,440,330,320,20.916,36,i,10,0,305,15,0,0
CURclassMarker,1607,2144,440,330,320,20.925,36,i,10,0,305,15,0,0
CURclassMarker,1607,2145,440,330,320,20.934,36,i,10,0,305,15,0,0
CURclassMarker,1607,2146,440,330,320,20.943,36,i,10,0,305,15,0,0
CURclassMarker,1607,2147,441,330,320,20.952,36,i,10,0,305,15,0,0
CURclassMarker,1607,2148,441,330,320,20.961,36,i,10,0,305,15,0,0
CURclassMarker,1607,2149,441,330,320,20.97,36,i,10,0,305,15,0,0
CURclassMarker,1607,2150,441,330,320,20.979,36,i,10,0,305,15,0,0
CURclassMarker,1607,2151,442,330,320,20.988,36,i,10,0,305,15,0,0
CURclassMarker,1607,2152,442,330,320,20.997,36,i,10,0,305,15,0,0
CURclassMarker,1607,2153,442,330,320,21.006,36,i,10,0,305,15,0,0
CURclassMarker,1607,2154,442,330,320,21.015,36,i,10,0,305,15,0,0
CURclassMarker,1607,2155,442,330,320,21.038,36,i,10,0,305,15,0,0
CURclassMarker,1607,2156,442,330,320,21.047,36,i,10,0,305,15,0,0
CURclassMarker,1607,2157,442,330,320,21.056,36,i,10,0,305,15,0,0
CURclassMarker,1607,2158,442,330,320,21.065,36,i,10,0,305,15,0,0
CURclassMarker,1607,2159,442,330,320,21.074,36,i,10,0,305,15,0,0
CURclassMarker,1607,2160,442,330,320,21.083,36,i,10,0,305,15,0,0
CURclassMarker,1607,2161,442,330,320,21.092,36,i,10,0,305,15,0,0
CURclassMarker,1607,2162,442,330,320,21.101,36,i,10,0,305,15,0,0
CURclassMarker,1607,2163,442,330,320,21.111,36,i,10,0,305,15,0,0
CURclassMarker,1607,2164,442,330,320,21.12,36,i,10,0,305,15,0,0
CURclassMarker,1607,2165,442,330,320,21.13,36,i,10,0,305,15,0,0
CURclassMarker,1607,2166,442,330,320,21.139,36,i,10,0,305,15,0,0
CURclassMarker,1607,2167,442,330,320,21.148,36,i,10,0,305,15,0,0
CURclassMarker,1607,2168,442,330,320,21.157,36,i,10,0,305,15,0,0
CURclassMarker,1607,2169,442,330,320,21.166,36,i,10,0,305,15,0,0
CURclassMarker,1607,2170,442,330,320,21.174,36,i,10,0,305,15,0,0
CURclassMarker,1607,2171,442,330,320,21.183,36,i,10,0,305,15,0,0
CURclassMarker,1607,2172,442,330,320,21.192,36,i,10,0,305,15,0,0
CURclassMarker,1607,2173,442,330,320,21.201,36,i,10,0,305,15,0,0
CURclassMarker,1607,2174,442,330,320,21.21,36,i,10,0,305,15,0,0
CURclassMarker,1607,2175,442,330,320,21.222,36,i,10,0,305,15,0,0
CURclassMarker,1607,2176,442,330,320,21.231,36,i,10,0,305,15,0,0
CURclassMarker,1607,2177,442,330,320,21.249,36,i,10,0,305,15,0,0
CURclassMarker,1607,2178,442,330,320,21.263,36,i,10,0,305,15,0,0
CURclassMarker,1607,2179,442,330,320,21.277,36,i,10,0,305,15,0,0
CURclassMarker,1607,2180,442,330,320,21.288,36,i,10,0,305,15,0,0
CURclassMarker,1607,2181,442,330,320,21.297,36,i,10,0,305,15,0,0
CURclassMarker,1607,2182,442,330,320,21.306,36,i,10,0,305,15,0,0
CURclassMarker,1607,2183,442,330,320,21.315,36,i,10,0,305,15,0,0
CURclassMarker,1607,2184,442,330,320,21.324,36,i,10,0,305,15,0,0
CURclassMarker,1607,2185,442,330,320,21.333,36,i,10,0,305,15,0,0
CURclassMarker,1607,2186,442,330,320,21.342,36,i,10,0,305,15,0,0
CURclassMarker,1607,2187,442,330,320,21.351,36,i,10,0,305,15,0,0
CURclassMarker,1607,2188,442,330,320,21.36,36,i,10,0,305,15,0,0
CURclassMarker,1607,2189,442,330,320,21.369,36,i,10,0,305,15,0,0
CURclassMarker,1607,2190,442,330,320,21.378,36,i,10,0,305,15,0,0
CURclassMarker,1607,2191,442,330,320,21.388,36,i,10,0,305,15,0,0
CURclassMarker,1607,2192,442,330,320,21.397,36,i,10,0,305,15,0,0
CURclassMarker,1607,2193,442,330,320,21.406,36,i,10,0,305,15,0,0
CURclassMarker,1607,2194,443,330,320,21.415,36,i,10,0,305,15,0,0
CURclassMarker,1607,2195,444,330,320,21.424,36,i,10,0,305,15,0,0
CURclassMarker,1607,2196,444,330,320,21.433,36,i,10,0,305,15,0,0
CURclassMarker,1607,2197,444,330,320,21.442,36,i,10,0,305,15,0,0
CURclassMarker,1607,2198,444,330,320,21.451,36,i,10,0,305,15,0,0
CURclassMarker,1607,2199,445,330,320,21.46,36,i,10,0,305,15,0,0
CURclassMarker,1607,2200,445,330,320,21.47,36,i,10,0,305,15,0,0
CURclassMarker,1607,2201,445,330,320,21.478,36,i,10,0,305,15,0,0
CURclassMarker,1607,2202,445,330,320,21.488,36,i,10,0,305,15,0,0
CURclassMarker,1607,2203,446,330,320,21.497,36,i,10,0,305,15,0,0
CURclassMarker,1607,2204,446,330,320,21.506,36,i,10,0,305,15,0,0
CURclassMarker,1607,2205,446,330,320,21.514,36,i,10,0,305,15,0,0
CURclassMarker,1607,2206,446,330,320,21.524,36,i,10,0,305,15,0,0
CURclassMarker,1607,2207,447,330,320,21.533,36,i,10,0,305,15,0,0
CURclassMarker,1607,2208,447,330,320,21.542,36,i,10,0,305,15,0,0
CURclassMarker,1607,2209,447,330,320,21.551,36,i,10,0,305,15,0,0
CURclassMarker,1607,2210,447,330,320,21.56,36,i,10,0,305,15,0,0
CURclassMarker,1607,2211,448,330,320,21.568,36,i,10,0,305,15,0,0
CURclassMarker,1607,2212,448,330,320,21.578,36,i,10,0,305,15,0,0
CURclassMarker,1607,2213,448,330,320,21.587,36,i,10,0,305,15,0,0
CURclassMarker,1607,2214,448,330,320,21.596,36,i,10,0,305,15,0,0
CURclassMarker,1607,2215,449,330,320,21.621,36,i,10,0,305,15,0,0
CURclassMarker,1607,2216,449,330,320,21.632,36,i,10,0,305,15,0,0
CURclassMarker,1607,2217,449,330,320,21.641,36,i,10,0,305,15,0,0
CURclassMarker,1607,2218,449,330,320,21.65,36,i,10,0,305,15,0,0
CURclassMarker,1607,2219,450,330,320,21.659,36,i,10,0,305,15,0,0
CURclassMarker,1607,2220,450,330,320,21.668,36,i,10,0,305,15,0,0
CURclassMarker,1607,2221,450,330,320,21.677,36,i,10,0,305,15,0,0
CURclassMarker,1607,2222,450,330,320,21.689,36,i,10,0,305,15,0,0
CURclassMarker,1607,2223,451,330,320,21.698,36,i,10,0,305,15,0,0
CURclassMarker,1607,2224,451,330,320,21.707,36,i,10,0,305,15,0,0
CURclassMarker,1607,2225,451,330,320,21.716,36,i,10,0,305,15,0,0
CURclassMarker,1607,2226,451,330,320,21.725,36,i,10,0,305,15,0,0
CURclassMarker,1607,2227,452,330,320,21.734,36,i,10,0,305,15,0,0
CURclassMarker,1607,2228,452,330,320,21.742,36,i,10,0,305,15,0,0
CURclassMarker,1607,2229,452,330,320,21.751,36,i,10,0,305,15,0,0
CURclassMarker,1607,2230,452,330,320,21.76,36,i,10,0,305,15,0,0
CURclassMarker,1607,2231,453,330,320,21.77,36,i,10,0,305,15,0,0
CURclassMarker,1607,2232,453,330,320,21.779,36,i,10,0,305,15,0,0
CURclassMarker,1607,2233,453,330,320,21.788,36,i,10,0,305,15,0,0
CURclassMarker,1607,2234,454,330,320,21.797,36,i,10,0,305,15,0,0
CURclassMarker,1607,2235,455,330,320,21.808,36,i,10,0,305,15,0,0
CURclassMarker,1607,2236,455,330,320,21.818,36,i,10,0,305,15,0,0
CURclassMarker,1607,2237,455,330,320,21.827,36,i,10,0,305,15,0,0
CURclassMarker,1607,2238,455,330,320,21.838,36,i,10,0,305,15,0,0
CURclassMarker,1607,2239,456,330,320,21.847,36,i,10,0,305,15,0,0
CURclassMarker,1607,2240,456,330,320,21.856,36,i,10,0,305,15,0,0
CURclassMarker,1607,2241,456,330,320,21.865,36,i,10,0,305,15,0,0
CURclassMarker,1607,2242,456,330,320,21.874,36,i,10,0,305,15,0,0
CURclassMarker,1607,2243,457,330,320,21.883,36,i,10,0,305,15,0,0
CURclassMarker,1607,2244,457,330,320,21.892,36,i,10,0,305,15,0,0
CURclassMarker,1607,2245,457,330,320,21.901,36,i,10,0,305,15,0,0
CURclassMarker,1607,2246,457,330,320,21.91,36,i,10,0,305,15,0,0
CURclassMarker,1607,2247,458,330,320,21.92,36,i,10,0,305,15,0,0
CURclassMarker,1607,2248,458,330,320,21.929,36,i,10,0,305,15,0,0
CURclassMarker,1607,2249,458,330,320,21.938,36,i,10,0,305,15,0,0
CURclassMarker,1607,2250,458,330,320,21.947,36,i,10,0,305,15,0,0
CURclassMarker,1607,2251,459,330,320,21.956,36,i,10,0,305,15,0,0
CURclassMarker,1607,2252,459,330,320,21.965,36,i,10,0,305,15,0,0
CURclassMarker,1607,2253,459,330,320,21.974,36,i,10,0,305,15,0,0
CURclassMarker,1607,2254,459,330,320,21.984,36,i,10,0,305,15,0,0
CURclassMarker,1607,2255,460,330,320,21.993,36,i,10,0,305,15,0,0
CURclassMarker,1607,2256,460,330,320,22.002,36,i,10,0,305,15,0,0
CURclassMarker,1607,2257,460,330,320,22.011,36,i,10,0,305,15,0,0
CURclassMarker,1607,2258,460,330,320,22.02,36,i,10,0,305,15,0,0
CURclassMarker,1607,2259,461,330,320,22.029,36,i,10,0,305,15,0,0
CURclassMarker,1607,2260,461,330,320,22.038,36,i,10,0,305,15,0,0
CURclassMarker,1607,2261,461,330,320,22.047,36,i,10,0,305,15,0,0
CURclassMarker,1607,2262,461,330,320,22.056,36,i,10,0,305,15,0,0
CURclassMarker,1607,2263,462,330,320,22.065,36,i,10,0,305,15,0,0
CURclassMarker,1607,2264,462,330,320,22.074,36,i,10,0,305,15,0,0
CURclassMarker,1607,2265,462,330,320,22.083,36,i,10,0,305,15,0,0
CURclassMarker,1607,2266,462,330,320,22.092,36,i,10,0,305,15,0,0
CURclassMarker,1607,2267,463,330,320,22.101,36,i,10,0,305,15,0,0
CURclassMarker,1607,2268,463,330,320,22.11,36,i,10,0,305,15,0,0
CURclassMarker,1607,2269,463,330,320,22.119,36,i,10,0,305,15,0,0
CURclassMarker,1607,2270,463,330,320,22.128,36,i,10,0,305,15,0,0
CURclassMarker,1607,2271,464,330,320,22.138,36,i,10,0,305,15,0,0
CURclassMarker,1607,2272,464,330,320,22.147,36,i,10,0,305,15,0,0
CURclassMarker,1607,2273,464,330,320,22.156,36,i,10,0,305,15,0,0
CURclassMarker,1607,2274,464,330,320,22.165,36,i,10,0,305,15,0,0
CURclassMarker,1607,2275,465,330,320,22.174,36,i,10,0,305,15,0,0
CURclassMarker,1607,2276,465,330,320,22.183,36,i,10,0,305,15,0,0
CURclassMarker,1607,2277,465,330,320,22.192,36,i,10,0,305,15,0,0
CURclassMarker,1607,2278,465,330,320,22.201,36,i,10,0,305,15,0,0
CURclassMarker,1607,2279,465,330,320,22.211,36,i,10,0,305,15,0,0
CURclassMarker,1607,2280,465,330,320,22.22,36,i,10,0,305,15,0,0
CURclassMarker,1607,2281,465,330,320,22.229,36,i,10,0,305,15,0,0
CURclassMarker,1607,2282,465,330,320,22.238,36,i,10,0,305,15,0,0
CURclassMarker,1607,2283,465,330,320,22.247,36,i,10,0,305,15,0,0
CURclassMarker,1607,2284,465,330,320,22.256,36,i,10,0,305,15,0,0
CURclassMarker,1607,2285,465,330,320,22.265,36,i,10,0,305,15,0,0
CURclassMarker,1607,2286,465,330,320,22.275,36,i,10,0,305,15,0,0
CURclassMarker,1607,2287,465,330,320,22.284,36,i,10,0,305,15,0,0
CURclassMarker,1607,2288,465,330,320,22.293,36,i,10,0,305,15,0,0
CURclassMarker,1607,2289,465,330,320,22.302,36,i,10,0,305,15,0,0
CURclassMarker,1607,2290,465,330,320,22.311,36,i,10,0,305,15,0,0
CURclassMarker,1607,2291,465,330,320,22.32,36,i,10,0,305,15,0,0
CURclassMarker,1607,2292,465,330,320,22.329,36,i,10,0,305,15,0,0
CURclassMarker,1607,2293,465,330,320,22.338,36,i,10,0,305,15,0,0
CURclassMarker,1607,2294,465,330,320,22.347,36,i,10,0,305,15,0,0
CURclassMarker,1607,2295,465,330,320,22.356,36,i,10,0,305,15,0,0
CURclassMarker,1607,2296,465,330,320,22.365,36,i,10,0,305,15,0,0
CURclassMarker,1607,2297,465,330,320,22.374,36,i,10,0,305,15,0,0
CURclassMarker,1607,2298,465,330,320,22.383,36,i,10,0,305,15,0,0
CURclassMarker,1607,2299,465,330,320,22.392,36,i,10,0,305,15,0,0
CURclassMarker,1607,2300,465,330,320,22.401,36,i,10,0,305,15,0,0
CURclassMarker,1607,2301,465,330,320,22.41,36,i,10,0,305,15,0,0
CURclassMarker,1607,2302,465,330,320,22.435,36,i,10,0,305,15,0,0
CURclassMarker,1607,2303,465,330,320,22.448,36,i,10,0,305,15,0,0
CURclassMarker,1607,2304,465,330,320,22.458,36,i,10,0,305,15,0,0
CURclassMarker,1607,2305,465,330,320,22.466,36,i,10,0,305,15,0,0
CURclassMarker,1607,2306,465,330,320,22.476,36,i,10,0,305,15,0,0
CURclassMarker,1607,2307,465,330,320,22.484,36,i,10,0,305,15,0,0
CURclassMarker,1607,2308,465,330,320,22.494,36,i,10,0,305,15,0,0
CURclassMarker,1607,2309,465,330,320,22.502,36,i,10,0,305,15,0,0
CURclassMarker,1607,2310,465,330,320,22.511,36,i,10,0,305,15,0,0
CURclassMarker,1607,2311,465,330,320,22.52,36,i,10,0,305,15,0,0
CURclassMarker,1607,2312,465,330,320,22.53,36,i,10,0,305,15,0,0
CURclassMarker,1607,2313,465,330,320,22.541,36,i,10,0,305,15,0,0
CURclassMarker,1607,2314,465,330,320,22.55,36,i,10,0,305,15,0,0
CURclassMarker,1607,2315,465,330,320,22.558,36,i,10,0,305,15,0,0
CURclassMarker,1607,2316,465,330,320,22.567,36,i,10,0,305,15,0,0
CURclassMarker,1607,2317,465,330,320,22.577,36,i,10,0,305,15,0,0
CURclassMarker,1607,2318,466,330,320,22.586,36,i,10,0,305,15,0,0
CURclassMarker,1607,2319,467,330,320,22.595,36,i,10,0,305,15,0,0
CURclassMarker,1607,2320,467,330,320,22.606,36,i,10,0,305,15,0,0
CURclassMarker,1607,2321,467,330,320,22.635,36,i,10,0,305,15,0,0
CURclassMarker,1607,2322,467,330,320,22.647,36,i,10,0,305,15,0,0
CURclassMarker,1607,2323,468,330,320,22.658,36,i,10,0,305,15,0,0
CURclassMarker,1607,2324,468,330,320,22.671,36,i,10,0,305,15,0,0
CURclassMarker,1607,2325,468,330,320,22.681,36,i,10,0,305,15,0,0
CURclassMarker,1607,2326,468,330,320,22.69,36,i,10,0,305,15,0,0
CURclassMarker,1607,2327,469,330,320,22.699,36,i,10,0,305,15,0,0
CURclassMarker,1607,2328,469,330,320,22.708,36,i,10,0,305,15,0,0
CURclassMarker,1607,2329,469,330,320,22.717,36,i,10,0,305,15,0,0
CURclassMarker,1607,2330,469,330,320,22.726,36,i,10,0,305,15,0,0
CURclassMarker,1607,2331,470,330,320,22.735,36,i,10,0,305,15,0,0
CURclassMarker,1607,2332,470,330,320,22.745,36,i,10,0,305,15,0,0
CURclassMarker,1607,2333,470,330,320,22.754,36,i,10,0,305,15,0,0
CURclassMarker,1607,2334,470,330,320,22.762,36,i,10,0,305,15,0,0
CURclassMarker,1607,2335,471,330,320,22.774,36,i,10,0,305,15,0,0
CURclassMarker,1607,2336,471,330,320,22.783,36,i,10,0,305,15,0,0
CURclassMarker,1607,2337,471,330,320,22.792,36,i,10,0,305,15,0,0
CURclassMarker,1607,2338,471,330,320,22.801,36,i,10,0,305,15,0,0
CURclassMarker,1607,2339,472,330,320,22.81,36,i,10,0,305,15,0,0
CURclassMarker,1607,2340,472,330,320,22.819,36,i,10,0,305,15,0,0
CURclassMarker,1607,2341,472,330,320,22.828,36,i,10,0,305,15,0,0
CURclassMarker,1607,2342,472,330,320,22.837,36,i,10,0,305,15,0,0
CURclassMarker,1607,2343,473,330,320,22.846,36,i,10,0,305,15,0,0
CURclassMarker,1607,2344,473,330,320,22.856,36,i,10,0,305,15,0,0
CURclassMarker,1607,2345,473,330,320,22.865,36,i,10,0,305,15,0,0
CURclassMarker,1607,2346,473,330,320,22.874,36,i,10,0,305,15,0,0
CURclassMarker,1607,2347,474,330,320,22.883,36,i,10,0,305,15,0,0
CURclassMarker,1607,2348,474,330,320,22.892,36,i,10,0,305,15,0,0
CURclassMarker,1607,2349,474,330,320,22.901,36,i,10,0,305,15,0,0
CURclassMarker,1607,2350,474,330,320,22.91,36,i,10,0,305,15,0,0
CURclassMarker,1607,2351,475,330,320,22.918,36,i,10,0,305,15,0,0
CURclassMarker,1607,2352,475,330,320,22.928,36,i,10,0,305,15,0,0
CURclassMarker,1607,2353,475,330,320,22.936,36,i,10,0,305,15,0,0
CURclassMarker,1607,2354,475,330,320,22.946,36,i,10,0,305,15,0,0
CURclassMarker,1607,2355,476,330,320,22.954,36,i,10,0,305,15,0,0
CURclassMarker,1607,2356,476,330,320,22.964,36,i,10,0,305,15,0,0
CURclassMarker,1607,2357,476,330,320,22.973,36,i,10,0,305,15,0,0
CURclassMarker,1607,2358,477,330,320,22.982,36,i,10,0,305,15,0,0
CURclassMarker,1607,2359,478,330,320,22.991,36,i,10,0,305,15,0,0
CURclassMarker,1607,2360,478,330,320,23,36,i,10,0,305,15,0,0
CURclassMarker,1607,2361,478,330,320,23.008,36,i,10,0,305,15,0,0
CURclassMarker,1607,2362,478,330,320,23.017,36,i,10,0,305,15,0,0
CURclassMarker,1607,2363,479,330,320,23.027,36,i,10,0,305,15,0,0
CURclassMarker,1607,2364,479,330,320,23.036,36,i,10,0,305,15,0,0
CURclassMarker,1607,2365,479,330,320,23.045,36,i,10,0,305,15,0,0
CURclassMarker,1607,2366,479,330,320,23.054,36,i,10,0,305,15,0,0
CURclassMarker,1607,2367,480,330,320,23.063,36,i,10,0,305,15,0,0
CURclassMarker,1607,2368,480,330,320,23.074,36,i,10,0,305,15,0,0
CURclassMarker,1607,2369,480,330,320,23.083,36,i,10,0,305,15,0,0
CURclassMarker,1607,2370,480,330,320,23.092,36,i,10,0,305,15,0,0
CURclassMarker,1607,2371,481,330,320,23.101,36,i,10,0,305,15,0,0
CURclassMarker,1607,2372,481,330,320,23.11,36,i,10,0,305,15,0,0
CURclassMarker,1607,2373,481,330,320,23.121,36,i,10,0,305,15,0,0
CURclassMarker,1607,2374,481,330,320,23.13,36,i,10,0,305,15,0,0
CURclassMarker,1607,2375,482,330,320,23.14,36,i,10,0,305,15,0,0
CURclassMarker,1607,2376,482,330,320,23.149,36,i,10,0,305,15,0,0
CURclassMarker,1607,2377,482,330,320,23.158,36,i,10,0,305,15,0,0
CURclassMarker,1607,2378,482,330,320,23.167,36,i,10,0,305,15,0,0
CURclassMarker,1607,2379,483,330,320,23.176,36,i,10,0,305,15,0,0
CURclassMarker,1607,2380,483,330,320,23.185,36,i,10,0,305,15,0,0
CURclassMarker,1607,2381,483,330,320,23.194,36,i,10,0,305,15,0,0
CURclassMarker,1607,2382,483,330,320,23.203,36,i,10,0,305,15,0,0
CURclassMarker,1607,2383,484,330,320,23.212,36,i,10,0,305,15,0,0
CURclassMarker,1607,2384,484,330,320,23.222,36,i,10,0,305,15,0,0
CURclassMarker,1607,2385,484,330,320,23.231,36,i,10,0,305,15,0,0
CURclassMarker,1607,2386,484,330,320,23.24,36,i,10,0,305,15,0,0
CURclassMarker,1607,2387,485,330,320,23.249,36,i,10,0,305,15,0,0
CURclassMarker,1607,2388,485,330,320,23.258,36,i,10,0,305,15,0,0
CURclassMarker,1607,2389,485,330,320,23.267,36,i,10,0,305,15,0,0
CURclassMarker,1607,2390,485,330,320,23.276,36,i,10,0,305,15,0,0
CURclassMarker,1607,2391,486,330,320,23.285,36,i,10,0,305,15,0,0
CURclassMarker,1607,2392,486,330,320,23.294,36,i,10,0,305,15,0,0
CURclassMarker,1607,2393,486,330,320,23.305,36,i,10,0,305,15,0,0
CURclassMarker,1607,2394,486,330,320,23.314,36,i,10,0,305,15,0,0
CURclassMarker,1607,2395,487,330,320,23.326,36,i,10,0,305,15,0,0
CURclassMarker,1607,2396,487,330,320,23.335,36,i,10,0,305,15,0,0
CURclassMarker,1607,2397,487,330,320,23.344,36,i,10,0,305,15,0,0
CURclassMarker,1607,2398,487,330,320,23.353,36,i,10,0,305,15,0,0
CURclassMarker,1607,2399,488,330,320,23.362,36,i,10,0,305,15,0,0
CURclassMarker,1607,2400,488,330,320,23.371,36,i,10,0,305,15,0,0
CURclassMarker,1607,2401,488,330,320,23.391,36,i,10,0,305,15,0,0
CURclassMarker,1607,2402,488,330,320,23.409,36,i,10,0,305,15,0,0
CURclassMarker,1607,2403,489,330,320,23.419,36,i,10,0,305,15,0,0
CURclassMarker,1607,2404,489,330,320,23.428,36,i,10,0,305,15,0,0
CURclassMarker,1607,2405,489,330,320,23.437,36,i,10,0,305,15,0,0
CURclassMarker,1607,2406,489,330,320,23.446,36,i,10,0,305,15,0,0
CURclassMarker,1607,2407,490,330,320,23.473,36,i,10,0,305,15,0,0
CURclassMarker,1607,2408,490,330,320,23.485,36,i,10,0,305,15,0,0
CURclassMarker,1607,2409,490,330,320,23.494,36,i,10,0,305,15,0,0
CURclassMarker,1607,2410,490,330,320,23.503,36,i,10,0,305,15,0,0
CURclassMarker,1607,2411,491,330,320,23.513,36,i,10,0,305,15,0,0
CURclassMarker,1607,2412,491,330,320,23.522,36,i,10,0,305,15,0,0
CURclassMarker,1607,2413,491,330,320,23.531,36,i,10,0,305,15,0,0
CURclassMarker,1607,2414,491,330,320,23.54,36,i,10,0,305,15,0,0
CURclassMarker,1607,2415,492,330,320,23.548,36,i,10,0,305,15,0,0
CURclassMarker,1607,2416,492,330,320,23.558,36,i,10,0,305,15,0,0
CURclassMarker,1607,2417,492,330,320,23.567,36,i,10,0,305,15,0,0
CURclassMarker,1607,2418,492,330,320,23.576,36,i,10,0,305,15,0,0
CURclassMarker,1607,2419,493,330,320,23.585,36,i,10,0,305,15,0,0
CURclassMarker,1607,2420,493,330,320,23.594,36,i,10,0,305,15,0,0
CURclassMarker,1607,2421,493,330,320,23.606,36,i,10,0,305,15,0,0
CURclassMarker,1607,2422,493,330,320,23.615,36,i,10,0,305,15,0,0
CURclassMarker,1607,2423,494,330,320,23.623,36,i,10,0,305,15,0,0
CURclassMarker,1607,2424,494,330,320,23.632,36,i,10,0,305,15,0,0
CURclassMarker,1607,2425,494,330,320,23.642,36,i,10,0,305,15,0,0
